plates mjds fibers
4969 56041 163
4971 55747 866
4976 56046 581
4976 56046 790
4978 56036 427
4979 56045 690
4983 55836 447
4984 55827 852
4988 55825 401
4988 55825 592
4989 55743 833
4989 55743 454
4990 55743 449
5004 55711 566
5005 55751 455
5009 55707 586
5017 55715 976
5021 55863 924
5022 55827 899
5028 55836 899
5032 56208 673
5033 56244 563
5033 56244 654
5038 56235 739
5043 56187 364
5044 56186 66
5044 56186 671
5047 55833 227
5047 55833 768
5047 55833 562
5048 56218 1000
5051 56214 629
5051 56214 445
5053 56213 481
5054 56191 636
5054 56191 1000
5054 56191 792
5056 55921 248
5059 56190 293
5059 56190 663
5063 55831 292
5067 55751 822
5067 55751 386
5067 55751 560
5109 55892 990
5111 55840 373
5112 55895 911
5128 55912 209
5128 55912 580
5129 55864 194
5133 55860 981
5134 55868 182
5135 55862 815
5142 55825 499
5143 55828 621
5145 55835 28
5151 56567 878
5151 56567 744
5153 56577 732
5156 55925 752
5157 55923 913
5157 55923 351
5159 55856 617
5159 55856 645
5161 55956 78
5163 55889 931
5165 56063 995
5168 56035 643
5177 56245 701
5178 56246 584
5180 55947 620
5187 56074 471
5193 56066 869
5202 55824 735
5202 55824 607
5202 55824 493
5204 56036 724
5210 56003 913
5286 56225 51
5291 55947 439
5296 55922 38
5297 55913 385
5304 55925 453
5318 55983 819
5320 55999 315
5326 56002 645
5329 55946 618
5330 56000 785
5332 55981 998
5332 55981 199
5333 56001 815
5336 55957 184
5337 55987 515
5338 56002 593
5338 56002 359
5341 55931 534
5343 55999 907
5345 56010 200
5348 55978 257
5349 55929 473
5350 56009 349
5351 55952 170
5351 55952 713
5351 55952 919
5352 56269 539
5357 55956 745
5357 55956 69
5360 55983 234
5360 55983 680
5363 55956 943
5365 55945 929
5367 55986 152
5368 56001 9
5371 55976 646
5376 55987 444
5376 55987 635
5378 56011 75
5378 56011 207
5379 55986 208
5386 56008 462
5390 56002 743
5390 56002 664
5392 56010 274
5392 56010 295
5392 56010 160
5392 56010 698
5393 55946 638
5394 56001 776
5394 56001 480
5394 56001 97
5394 56001 774
5396 55947 375
5398 56011 824
5401 55949 29
5403 55979 132
5415 55982 218
5417 55978 816
5420 56009 301
5424 56033 992
5426 55987 451
5427 56001 274
5427 56001 946
5427 56001 273
5429 55979 873
5431 56011 427
5435 55982 229
5441 56017 667
5447 55958 426
5448 56013 869
5448 56013 339
5449 56030 176
5449 56030 194
5452 55957 320
5452 55957 332
5457 55976 688
5457 55976 493
5462 55978 113
5463 56003 23
5465 55988 611
5471 56034 171
5472 55976 344
5474 56036 852
5475 56011 371
5476 55986 498
5477 56030 679
5479 56016 728
5479 56016 268
5485 56063 128
5487 55982 120
5490 56003 918
5490 56003 813
5493 56009 389
5648 55923 839
5649 55912 983
5694 56213 40
5694 56213 35
5700 56245 709
5702 56221 680
5706 56165 460
5706 56165 399
5714 56660 651
5714 56660 484
5724 56364 378
5728 56334 783
5730 56607 104
5733 56575 250
5736 55984 784
5737 56381 943
5737 56381 166
5767 56245 833
5767 56245 327
5775 56009 476
5775 56009 305
5779 56338 256
5783 56017 910
5791 56255 368
5791 56255 970
5794 56282 538
5796 56274 280
5805 56336 421
5807 56329 597
5812 56354 970
5813 56363 334
5847 56037 37
5849 56033 138
5857 56092 981
5861 56069 463
5867 56034 525
5877 56041 32
5878 56033 194
5878 56033 792
5879 56047 868
5879 56047 251
5879 56047 565
5881 56038 442
5885 56036 409
5888 56041 19
5888 56041 601
5894 56039 418
5894 56039 720
5894 56039 626
5900 56043 609
5901 56039 927
5902 56042 994
5944 56220 563
5945 56213 196
5946 56101 755
5946 56101 425
5951 56102 99
5955 56456 785
5959 56214 646
5960 56097 168
5961 56460 771
5962 56265 608
5984 56337 464
5986 56328 17
5987 56339 765
5988 56072 73
5992 56066 926
5994 56101 747
5998 56087 758
6000 56102 291
6000 56102 286
6001 56072 439
6002 56104 313
6002 56104 296
6011 56103 455
6012 56101 693
6014 56072 410
6016 56073 537
6018 56067 522
6020 56087 460
6021 56067 967
6026 56071 667
6027 56103 399
6030 56097 746
6033 56069 358
6033 56069 264
6035 56076 873
6037 56160 497
6044 56090 385
6048 56072 127
6052 56092 768
6054 56089 126
6054 56089 575
6055 56102 509
6056 56092 152
6058 56090 899
6059 56093 254
6063 56077 406
6110 56279 636
6115 56237 410
6118 56189 480
6120 56206 918
6122 56246 68
6123 56217 732
6124 56211 553
6126 56269 513
6128 56236 327
6129 56301 952
6130 56214 7
6131 56211 378
6131 56211 643
6140 56189 508
6142 56219 389
6146 56265 29
6151 56265 117
6157 56238 861
6157 56238 236
6157 56238 686
6159 56214 908
6160 56190 436
6167 56189 789
6167 56189 712
6170 56240 36
6170 56240 672
6171 56311 646
6172 56269 872
6173 56238 76
6176 56264 592
6183 56210 760
6188 56208 339
6191 56248 984
6192 56269 795
6192 56269 647
6194 56190 357
6195 56220 416
6198 56211 601
6200 56217 78
6203 56266 413
6256 56323 254
6256 56323 920
6257 56274 904
6260 56568 162
6265 56248 568
6268 56245 836
6271 56304 623
6273 56243 491
6275 56245 226
6275 56245 849
6276 56269 559
6280 56570 707
6282 56572 313
6282 56572 115
6282 56572 933
6284 56310 726
6284 56310 582
6288 56192 563
6291 56209 856
6292 56566 690
6294 56482 128
6295 56536 154
6296 56219 551
6298 56208 142
6300 56449 728
6301 56543 976
6303 56539 441
6306 56487 477
6308 56215 367
6313 56460 620
6314 56191 390
6315 56181 515
6315 56181 400
6316 56483 515
6319 56452 436
6319 56452 337
6374 56326 730
6383 56362 57
6394 56330 833
6397 56365 654
6398 56356 19
6403 56357 144
6404 56330 306
6405 56342 978
6422 56328 730
6428 56279 203
6428 56279 156
6433 56339 880
6433 56339 944
6437 56340 290
6439 56358 339
6462 56326 18
6467 56270 693
6467 56270 587
6474 56362 402
6475 56337 430
6476 56358 4
6476 56358 248
6487 56362 919
6489 56329 321
6489 56329 929
6493 56338 981
6493 56338 679
6494 56363 577
6497 56329 850
6497 56329 342
6497 56329 235
6500 56541 832
6503 56564 789
6508 56535 569
6510 56486 250
6510 56486 620
6513 56543 360
6514 56487 69
6515 56536 42
6529 56535 528
6582 56274 331
6583 56566 746
6585 56479 65
6588 56536 572
6589 56536 705
6590 56273 357
6591 56535 979
6592 56535 161
6592 56535 152
6594 56272 509
6597 56304 694
6603 56567 952
6603 56567 798
6604 56337 510
6618 56401 727
6622 56365 985
6624 56385 979
6630 56358 231
6632 56366 528
6633 56369 268
6634 56367 338
6634 56367 344
6637 56370 428
6638 56370 100
6638 56370 611
6642 56396 235
6648 56383 931
6648 56383 126
6656 56624 917
6656 56624 357
6657 56366 191
6658 56606 114
6666 56371 393
6669 56413 85
6669 56413 230
6670 56389 852
6672 56386 107
6675 56415 42
6680 56420 151
6681 56419 341
6683 56416 713
6685 56412 87
6691 56413 240
6693 56384 85
6695 56628 175
6695 56628 910
6697 56419 796
6699 56411 140
6702 56381 99
6702 56381 108
6707 56383 306
6717 56397 978
6718 56398 319
6719 56390 723
6721 56398 132
6722 56431 987
6725 56390 307
6730 56425 360
6731 56385 433
6731 56385 263
6732 56370 800
6732 56370 278
6734 56386 432
6735 56397 844
6737 56365 752
6738 56424 687
6740 56401 833
6742 56415 189
6743 56385 482
6747 56388 268
6748 56371 126
6748 56371 181
6749 56370 709
6750 56367 925
6753 56399 289
6756 56426 93
6760 56425 390
6780 56605 189
6783 56284 123
6787 56447 223
6790 56430 687
6791 56429 158
6791 56429 118
6796 56453 793
6798 56485 138
6801 56487 979
6801 56487 364
6803 56402 42
6804 56447 680
6804 56447 362
6805 56442 27
6806 56419 577
6808 56443 615
6809 56454 778
6810 56447 943
6813 56419 172
6815 56419 773
6815 56419 46
6826 56449 265
6828 56430 673
6830 56429 954
6830 56429 273
6832 56426 378
6832 56426 160
6837 56442 825
6837 56442 937
6872 56540 331
6873 56541 506
6877 56544 768
6932 56397 358
6933 56398 968
6963 56724 139
6963 56724 630
6969 56420 205
6969 56420 979
6972 56426 320
6972 56426 788
6973 56741 163
6973 56741 731
6973 56741 656
6974 56442 683
6975 56720 760
6976 56448 889
6981 56443 508
6986 56717 294
6986 56717 243
7028 56449 354
7033 56565 222
7035 56568 215
7035 56568 148
7037 56570 780
7038 56571 214
7039 56572 792
7042 56573 852
7043 56576 849
7043 56576 963
7045 56577 952
7046 56568 854
7059 56592 42
7084 56624 396
7091 56658 395
7093 56657 649
7093 56657 943
7096 56683 515
7096 56683 26
7099 56666 848
7101 56634 509
7103 56661 621
7103 56661 180
7108 56686 715
7109 56658 751
7114 56748 947
7115 56667 243
7116 56681 230
7116 56681 108
7118 56686 340
7123 56726 731
7123 56726 354
7128 56567 253
7130 56568 563
7133 56567 485
7135 56564 459
7137 56566 527
7137 56566 710
7138 56572 560
7139 56568 207
7140 56569 356
7143 56572 898
7145 56567 210
7151 56598 447
7160 56599 997
7163 56593 876
7164 56597 182
7165 56603 30
7166 56602 126
7167 56604 482
7181 56662 705
7184 56629 962
7237 56662 444
7240 56665 352
7241 56606 851
7247 56626 866
7247 56626 715
7248 56630 818
7253 56598 865
7259 56603 155
7277 56748 537
7277 56748 838
7280 56709 884
7280 56709 656
7292 56709 108
7294 56739 242
7294 56739 862
7301 56746 424
7306 56663 336
7325 56717 69
7332 56683 710
7336 56656 180
7338 56669 297
7340 56726 310
7340 56726 109
7374 56751 910
7377 56741 443
7377 56741 406
7379 56713 601
7385 56710 653
7385 56710 657
7414 56748 524
7427 56751 721
7427 56751 140
7429 56740 820
7448 56739 34
7453 56749 83
7456 56727 503
7457 56746 492
